Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Ad_c_111 Spectral Count	Ad_c_138 Spectral Count	Ad_c_31 Spectral Count	Ad_c_45 Spectral Count	Ad_dif_111 Spectral Count	Ad_dif_138 Spectral Count	Ad_dif_31 Spectral Count	Ad_dif_45 Spectral Count	DPSCs_c_12 Spectral Count	DPSCs_c_16 Spectral Count	DPSCs_c_23 Spectral Count	DPSCs_c_38 Spectral Count	DPSCs_d_12 Spectral Count	DPSCs_d_16 Spectral Count	DPSCs_d_23 Spectral Count	DPSCs_d_38 Spectral Count	GF_c_1 Spectral Count	GF_c_27 Spectral Count	GF_c_31 Spectral Count	GF_d_1 Spectral Count	GF_d_27 Spectral Count	GF_d_31 Spectral Count	Ost_c_1111 Spectral Count	Ost_c_12 Spectral Count	Ost_c_20 Spectral Count	Ost_c_22 Spectral Count	Ost_c_8 Spectral Count	Ost_c_9 Spectral Count	Ost_dif_1111 Spectral Count	Ost_dif_12 Spectral Count	Ost_dif_20 Spectral Count	Ost_dif_22 Spectral Count	Ost_dif_8 Spectral Count	Ost_dif_9 Spectral Count	PDLSCs_c_12 Spectral Count	PDLSCs_c_16 Spectral Count	PDLSCs_c_23 Spectral Count	PDLSCs_c_38 Spectral Count	PDLSCs_d_12 Spectral Count	PDLSCs_d_16 Spectral Count	PDLSCs_d_23 Spectral Count	PDLSCs_d_38 Spectral Count	Umb_c_1002 Spectral Count	Umb_c_11 Spectral Count	Umb_c_203 Spectral Count	Umb_c_62 Spectral Count	Umb_d_1002 Spectral Count	Umb_d_11 Spectral Count	Umb_d_203 Spectral Count	Umb_d_62 Spectral Count	Ad_c_111 Unique Spectral Count	Ad_c_138 Unique Spectral Count	Ad_c_31 Unique Spectral Count	Ad_c_45 Unique Spectral Count	Ad_dif_111 Unique Spectral Count	Ad_dif_138 Unique Spectral Count	Ad_dif_31 Unique Spectral Count	Ad_dif_45 Unique Spectral Count	DPSCs_c_12 Unique Spectral Count	DPSCs_c_16 Unique Spectral Count	DPSCs_c_23 Unique Spectral Count	DPSCs_c_38 Unique Spectral Count	DPSCs_d_12 Unique Spectral Count	DPSCs_d_16 Unique Spectral Count	DPSCs_d_23 Unique Spectral Count	DPSCs_d_38 Unique Spectral Count	GF_c_1 Unique Spectral Count	GF_c_27 Unique Spectral Count	GF_c_31 Unique Spectral Count	GF_d_1 Unique Spectral Count	GF_d_27 Unique Spectral Count	GF_d_31 Unique Spectral Count	Ost_c_1111 Unique Spectral Count	Ost_c_12 Unique Spectral Count	Ost_c_20 Unique Spectral Count	Ost_c_22 Unique Spectral Count	Ost_c_8 Unique Spectral Count	Ost_c_9 Unique Spectral Count	Ost_dif_1111 Unique Spectral Count	Ost_dif_12 Unique Spectral Count	Ost_dif_20 Unique Spectral Count	Ost_dif_22 Unique Spectral Count	Ost_dif_8 Unique Spectral Count	Ost_dif_9 Unique Spectral Count	PDLSCs_c_12 Unique Spectral Count	PDLSCs_c_16 Unique Spectral Count	PDLSCs_c_23 Unique Spectral Count	PDLSCs_c_38 Unique Spectral Count	PDLSCs_d_12 Unique Spectral Count	PDLSCs_d_16 Unique Spectral Count	PDLSCs_d_23 Unique Spectral Count	PDLSCs_d_38 Unique Spectral Count	Umb_c_1002 Unique Spectral Count	Umb_c_11 Unique Spectral Count	Umb_c_203 Unique Spectral Count	Umb_c_62 Unique Spectral Count	Umb_d_1002 Unique Spectral Count	Umb_d_11 Unique Spectral Count	Umb_d_203 Unique Spectral Count	Umb_d_62 Unique Spectral Count	Ad_c_111 Total Spectral Count	Ad_c_138 Total Spectral Count	Ad_c_31 Total Spectral Count	Ad_c_45 Total Spectral Count	Ad_dif_111 Total Spectral Count	Ad_dif_138 Total Spectral Count	Ad_dif_31 Total Spectral Count	Ad_dif_45 Total Spectral Count	DPSCs_c_12 Total Spectral Count	DPSCs_c_16 Total Spectral Count	DPSCs_c_23 Total Spectral Count	DPSCs_c_38 Total Spectral Count	DPSCs_d_12 Total Spectral Count	DPSCs_d_16 Total Spectral Count	DPSCs_d_23 Total Spectral Count	DPSCs_d_38 Total Spectral Count	GF_c_1 Total Spectral Count	GF_c_27 Total Spectral Count	GF_c_31 Total Spectral Count	GF_d_1 Total Spectral Count	GF_d_27 Total Spectral Count	GF_d_31 Total Spectral Count	Ost_c_1111 Total Spectral Count	Ost_c_12 Total Spectral Count	Ost_c_20 Total Spectral Count	Ost_c_22 Total Spectral Count	Ost_c_8 Total Spectral Count	Ost_c_9 Total Spectral Count	Ost_dif_1111 Total Spectral Count	Ost_dif_12 Total Spectral Count	Ost_dif_20 Total Spectral Count	Ost_dif_22 Total Spectral Count	Ost_dif_8 Total Spectral Count	Ost_dif_9 Total Spectral Count	PDLSCs_c_12 Total Spectral Count	PDLSCs_c_16 Total Spectral Count	PDLSCs_c_23 Total Spectral Count	PDLSCs_c_38 Total Spectral Count	PDLSCs_d_12 Total Spectral Count	PDLSCs_d_16 Total Spectral Count	PDLSCs_d_23 Total Spectral Count	PDLSCs_d_38 Total Spectral Count	Umb_c_1002 Total Spectral Count	Umb_c_11 Total Spectral Count	Umb_c_203 Total Spectral Count	Umb_c_62 Total Spectral Count	Umb_d_1002 Total Spectral Count	Umb_d_11 Total Spectral Count	Umb_d_203 Total Spectral Count	Umb_d_62 Total Spectral Count	Ad_c_111 Intensity	Ad_c_138 Intensity	Ad_c_31 Intensity	Ad_c_45 Intensity	Ad_dif_111 Intensity	Ad_dif_138 Intensity	Ad_dif_31 Intensity	Ad_dif_45 Intensity	DPSCs_c_12 Intensity	DPSCs_c_16 Intensity	DPSCs_c_23 Intensity	DPSCs_c_38 Intensity	DPSCs_d_12 Intensity	DPSCs_d_16 Intensity	DPSCs_d_23 Intensity	DPSCs_d_38 Intensity	GF_c_1 Intensity	GF_c_27 Intensity	GF_c_31 Intensity	GF_d_1 Intensity	GF_d_27 Intensity	GF_d_31 Intensity	Ost_c_1111 Intensity	Ost_c_12 Intensity	Ost_c_20 Intensity	Ost_c_22 Intensity	Ost_c_8 Intensity	Ost_c_9 Intensity	Ost_dif_1111 Intensity	Ost_dif_12 Intensity	Ost_dif_20 Intensity	Ost_dif_22 Intensity	Ost_dif_8 Intensity	Ost_dif_9 Intensity	PDLSCs_c_12 Intensity	PDLSCs_c_16 Intensity	PDLSCs_c_23 Intensity	PDLSCs_c_38 Intensity	PDLSCs_d_12 Intensity	PDLSCs_d_16 Intensity	PDLSCs_d_23 Intensity	PDLSCs_d_38 Intensity	Umb_c_1002 Intensity	Umb_c_11 Intensity	Umb_c_203 Intensity	Umb_c_62 Intensity	Umb_d_1002 Intensity	Umb_d_11 Intensity	Umb_d_203 Intensity	Umb_d_62 Intensity	Ad_c_111 MaxLFQ Intensity	Ad_c_138 MaxLFQ Intensity	Ad_c_31 MaxLFQ Intensity	Ad_c_45 MaxLFQ Intensity	Ad_dif_111 MaxLFQ Intensity	Ad_dif_138 MaxLFQ Intensity	Ad_dif_31 MaxLFQ Intensity	Ad_dif_45 MaxLFQ Intensity	DPSCs_c_12 MaxLFQ Intensity	DPSCs_c_16 MaxLFQ Intensity	DPSCs_c_23 MaxLFQ Intensity	DPSCs_c_38 MaxLFQ Intensity	DPSCs_d_12 MaxLFQ Intensity	DPSCs_d_16 MaxLFQ Intensity	DPSCs_d_23 MaxLFQ Intensity	DPSCs_d_38 MaxLFQ Intensity	GF_c_1 MaxLFQ Intensity	GF_c_27 MaxLFQ Intensity	GF_c_31 MaxLFQ Intensity	GF_d_1 MaxLFQ Intensity	GF_d_27 MaxLFQ Intensity	GF_d_31 MaxLFQ Intensity	Ost_c_1111 MaxLFQ Intensity	Ost_c_12 MaxLFQ Intensity	Ost_c_20 MaxLFQ Intensity	Ost_c_22 MaxLFQ Intensity	Ost_c_8 MaxLFQ remove Intensity	Ost_c_9 MaxLFQ remove Intensity	Ost_dif_1111 MaxLFQ Intensity	Ost_dif_12 MaxLFQ Intensity	Ost_dif_20 MaxLFQ Intensity	Ost_dif_22 MaxLFQ Intensity	Ost_dif_8 MaxLFQ remove Intensity	Ost_dif_9 MaxLFQ remove Intensity	PDLSCs_c_12 MaxLFQ Intensity	PDLSCs_c_16 MaxLFQ Intensity	PDLSCs_c_23 MaxLFQ Intensity	PDLSCs_c_38 MaxLFQ Intensity	PDLSCs_d_12 MaxLFQ Intensity	PDLSCs_d_16 MaxLFQ Intensity	PDLSCs_d_23 MaxLFQ Intensity	PDLSCs_d_38 MaxLFQ Intensity	Umb_c_1002 MaxLFQ Intensity	Umb_c_11 MaxLFQ Intensity	Umb_c_203 MaxLFQ Intensity	Umb_c_62 MaxLFQ Intensity	Umb_d_1002 MaxLFQ Intensity	Umb_d_11 MaxLFQ Intensity	Umb_d_203 MaxLFQ Intensity	Umb_d_62 MaxLFQ Intensity	Indistinguishable Proteins
sp|P62979|RS27A_HUMAN	P62979	RS27A_HUMAN	RPS27A	156	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-40S ribosomal protein S27a	1.0	0.999	10	2168	0	2168	23	83	41	39	15	85	64	63	49	44	53	35	20	48	21	44	87	37	73	84	42	68	17	21	16	19	26	21	17	22	13	17	61	38	49	27	52	33	15	57	19	69	45	64	97	66	26	52	49	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	83	41	39	15	85	64	63	49	44	53	35	20	48	21	44	87	37	73	84	42	68	17	21	16	19	26	21	17	22	13	17	61	38	49	27	52	33	15	57	19	69	45	64	97	66	26	52	49	42	598486.25	368180.94	543639.3	606052.75	623540.4	2367599.0	1283591.8	1499892.0	1285139.0	1851105.2	1970971.8	710881.0	679827.5	1664843.2	1268257.8	1301373.8	1817350.5	1354971.5	1341995.6	1404273.8	1005807.7	1921763.9	294181.1	814210.25	539203.6	1200285.2	413782.38	343492.7	293010.72	222954.5	268877.25	402487.1	596482.8	817319.75	1795391.9	557884.25	1510812.4	592112.3	725514.56	1804545.5	592337.1	1731114.1	2103340.5	1495221.5	1669093.2	2388446.2	689035.2	1698438.8	1246425.0	1415024.8	246653.56	133996.12	222308.11	210074.67	236283.53	827205.1	464485.34	528631.9	475766.75	770867.1	773046.4	342935.78	258877.97	667166.7	494328.2	483611.4	688028.06	661162.2	639954.0	509857.5	470871.88	757757.3	247975.67	497490.56	227506.98	444014.3	287704.8	306456.5	131267.75	156781.94	102148.32	159120.92	317312.28	506391.25	645879.44	262013.73	610129.3	243469.52	292363.56	745599.6	262955.8	712774.6	805597.56	740310.9	645487.4	1012527.3	309330.7	790108.7	493030.2	541605.7	
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	Homo sapiens OX=9606	1:Experimental evidence at protein level	Growth factor receptor-bound protein 2	1.0	0.999	8	92	36	92	0	0	0	0	0	33	15	23	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	23	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	133849.61	127151.31	121296.72	0.0	0.0	38209.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112411.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56069.273	53279.457	49440.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50514.758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transformer-2 protein homolog beta	1.0	0.999	3	18	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282616.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 1	1.0	0.999	6	66	2	82	0	0	0	0	0	12	8	2	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	1	3	4	1	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	12	5	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	1	3	5	1	0	1	6	0	0.0	0.0	0.0	0.0	0.0	276598.56	179688.1	57067.85	0.0	0.0	95345.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77983.47	146216.55	0.0	0.0	0.0	0.0	46542.684	0.0	0.0	0.0	0.0	0.0	0.0	40523.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123974.17	59000.074	81283.39	115258.42	73025.59	0.0	67956.586	58915.836	0.0	0.0	0.0	0.0	0.0	0.0	142069.19	97098.39	0.0	0.0	0.0	67546.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96134.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72410.07	0.0	107379.195	68541.13	0.0	0.0	0.0	58684.773	0.0	
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-2 complex subunit beta	1.0	0.999	22	315	0	315	0	0	0	0	0	23	13	20	0	7	12	0	0	14	0	5	5	4	3	62	6	2	0	0	2	9	0	0	0	0	3	0	0	0	13	1	1	0	1	11	0	23	10	5	10	6	0	8	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	13	20	0	7	12	0	0	14	0	5	5	4	3	62	6	2	0	0	2	9	0	0	0	0	3	0	0	0	13	1	1	0	1	11	0	23	10	5	10	6	0	8	27	9	0.0	0.0	0.0	0.0	0.0	135358.75	92995.26	135330.1	0.0	132867.03	176255.94	0.0	0.0	304519.53	0.0	207160.4	109160.58	158001.69	71366.1	357400.84	76883.91	59771.188	0.0	0.0	44349.895	116907.016	0.0	0.0	0.0	0.0	62753.58	0.0	0.0	0.0	217066.38	64677.8	44931.6	0.0	0.0	170169.19	0.0	258933.33	185271.97	141927.55	117700.875	119799.97	0.0	218550.69	207564.66	216855.6	0.0	0.0	0.0	0.0	0.0	78746.39	61386.64	83596.055	0.0	78060.74	74337.695	0.0	0.0	119504.305	0.0	83099.42	60546.836	97543.734	0.0	126581.17	93097.414	0.0	0.0	0.0	0.0	68886.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82708.39	0.0	0.0	0.0	0.0	97300.625	0.0	106677.87	105330.05	81206.336	63505.926	75998.15	0.0	88810.74	81733.92	86736.98	
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	1.0	0.999	9	20	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	0	5	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34640.01	69284.19	0.0	0.0	0.0	46007.395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27443.826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65384.453	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q5JWF2|GNAS1_HUMAN, tr|A0A7I2V5R6|A0A7I2V5R6_HUMAN, tr|Q5JWE9|Q5JWE9_HUMAN
sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calcineurin subunit B type 1	1.0	0.999	3	17	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|D3YTA9|D3YTA9_HUMAN, tr|F6U1T9|F6U1T9_HUMAN
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	14-3-3 protein zeta/delta	1.0	0.999	25	2728	0	2728	29	34	70	14	29	31	28	115	72	57	84	48	48	65	32	76	73	63	41	178	72	94	18	42	41	58	25	20	12	23	21	23	62	38	110	45	60	41	47	62	36	69	72	59	88	82	36	48	76	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	34	70	14	29	31	28	115	72	57	84	48	48	65	32	76	73	63	41	178	72	94	18	42	41	58	25	20	12	23	21	23	62	38	110	45	60	41	47	62	36	69	72	59	88	82	36	48	76	61	315194.84	147025.7	56583.9	288929.06	293506.8	306666.34	343435.38	1095679.2	2364889.5	2838441.5	3243533.8	757949.75	896260.9	4250528.5	1721568.5	4409434.0	2232974.5	2865839.0	957785.1	3559904.5	1265874.0	3301304.5	253973.03	971518.0	356498.56	896349.94	420176.2	322644.3	251607.92	452074.8	255568.56	301128.9	714928.4	935945.6	4479880.0	807813.6	1435263.4	654324.5	553141.4	3348327.5	738372.9	3985897.5	3437152.0	2087424.8	2944360.5	3969190.2	641286.75	1675780.0	3637189.0	3135677.2	153256.84	91901.97	323135.4	115600.21	139776.75	145197.81	166725.3	476657.3	1042402.4	991905.6	1224120.6	393829.44	619607.9	1212915.6	803277.5	1294635.1	886834.0	1041971.5	409002.9	1273780.8	732034.56	998375.4	210668.83	537288.1	194472.22	373748.6	233663.78	320653.03	121137.02	226393.08	109389.375	147490.1	350259.12	444473.7	1557690.4	472367.28	689151.6	364101.6	341314.06	1038185.0	504805.72	1192008.9	856282.2	656020.8	830941.94	1068187.2	346071.47	573272.4	968752.2	968526.4	
sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	0.9625	0.999	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27429.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|E5RHQ2|E5RHQ2_HUMAN, tr|E5RIY1|E5RIY1_HUMAN, tr|E5RJV2|E5RJV2_HUMAN
sp|P63165|SUMO1_HUMAN	P63165	SUMO1_HUMAN	SUMO1	101	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 1	0.9999	0.999	2	30	0	30	0	0	0	0	0	3	1	0	3	0	3	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	3	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	3	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	3	1	4	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	71686.89	0.0	0.0	99114.664	58321.496	100606.695	0.0	0.0	53737.836	0.0	41754.176	0.0	0.0	0.0	66682.195	0.0	31247.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108050.36	0.0	47215.27	0.0	0.0	61495.195	0.0	0.0	74573.6	56784.6	66332.05	60556.945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90630.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52744.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|B8ZZJ0|B8ZZJ0_HUMAN, tr|B8ZZN6|B8ZZN6_HUMAN, tr|B9A032|B9A032_HUMAN
